,station_id,name,old_name,type,oos,lat,lon
753,4714.0,Pittman Pecos Channel,Pittman Pecos RAIN (Rain),Handar 585A,False,36.015972,-115.116528
754,,,Pittman East DB BATT (unknown type),,,,
755,,,Pittman East DB WL (Water Level),,,,
756,4719.0,Pittman East DB,Pittman East DB RAIN (Rain),DAA H264,False,35.9685,-115.12925
757,,,Anthem DB WL (Water Level),,,,
758,4724.0,Anthem DB,Anthem DB RAIN (Rain),Handar 585A,False,35.939417,-115.07775
759,,,McCullough Hills DB WL (Water Level),,,,
760,4729.0,McCullough Hills DB,McCullough Hills DB RAIN (Rain),Handar 585A,False,35.983861,-115.092583
761,,,Pittman Wash at Wigwam WL (Water Level),,,,
762,4734.0,Pittman Wash at Wigwam,Pittman Wash at Wigwam RAIN (Rain),HydroLynx 5096/A2,False,36.034639,-115.109569
763,,,UPRR Channel WL (Water Level),,,,
764,4739.0,UPRR Channel,UPRR Channel RAIN (Rain),Handar 585C,False,36.052353,-115.083069
765,,,Headworks Channel WL (Water Level),,,,
766,4744.0,Headworks Channel,Headworks Channel RAIN (Rain),Handar 585C,False,35.943056,-115.127778
767,,,Pittman Wash at Stephanie BATT (unknown type),,,,
768,,,Pittman Wash at Stephanie WL (Water Level),,,,
769,4749.0,Pittman Wash at Stephanie,Pittman Wash at Stephanie RAIN (Rain),DAA H264,False,36.075833,-115.046389
770,,,Horizon Ridge DB BATT (unknown type),,,,
771,,,Horizon Ridge DB WL (Water Level),,,,
772,4752.0,Horizon Ridge DB,Horizon Ridge DB RAIN (Rain),DAA H264,False,36.014919,-115.024333
773,,,Equestrian DB WL (Water Level),,,,
774,4754.0,Equestrian DB,Equestrian DB RAIN (Rain),Handar 585A,False,36.021389,-114.93975
775,,,Pittman Park DB WL (Water Level),,,,
776,4759.0,Pittman Park DB,Pittman Park DB RAIN (Rain),Handar 585A,False,36.048694,-115.052
777,,,Mission Hills DB WL (Water Level),,,,
778,4764.0,Mission Hills DB,Mission Hills DB RAIN (Rain),Handar 585A,False,35.988139,-114.955361
779,,,Borman WD (Wind Direction),,,,
780,,,Pioneer DB WL (Water Level),,,,
781,4769.0,Pioneer DB,Pioneer DB RAIN (Rain),Amazon/50388 A2,False,36.044,-115.021083
782,,,Borman PK WND (Peak Wind),,,,
783,,,Borman SPD (Wind Speed),,,,
784,,,Borman DPT (Dewpoint),,,,
785,,,Borman BATT (unknown type),,,,
786,4774.0,Borman (TRONOX),Borman RAIN (Rain),HydroLynx 5096/A2,False,36.0393,-115.0036
787,,,Borman RH (Rel. Humidity),,,,
788,,,Borman TEMP (Air Temp),,,,
789,,,C-1 Channel near Boulder Hwy WL (Water Level),,,,
790,4779.0,C-1 Channel near Boulder Hwy,C-1 Channel near Boulder Hwy RAIN (Rain),Handar 585C,False,36.021861,-114.95875
791,,,C-1 Channel at Warm Springs (USGS) WL (Water Level),,,,
792,4784.0,C-1 at Warm Springs (USGS),C-1 Channel at Warm Springs (USGS) RAIN (Rain),HydroLynx 50388/A2,False,36.042769,-114.958908
793,4789.0,East Henderson 2,East Henderson 2 RAIN (Rain),HydroLynx 5096/A2,False,36.013028,-114.921333
794,4794.0,East Henderson 1,East Henderson 1 RAIN (Rain),Handar 585A,False,36.033194,-114.932556
795,,,East C-1 DB BATT (unknown type),,,,
796,,,East C-1 DB WL (Water Level),,,,
797,4799.0,East C-1 DB,East C-1 DB RAIN (Rain),DAA H264,False,36.024444,-114.906111
798,,,Nelson WD (Wind Direction),,,,
799,,,Nelson SPD (Wind Speed),,,,
800,,,Nelson DPT (Dewpoint),,,,
801,4814.0,Nelson,Nelson RAIN (Rain),HydroLynx 50388/A2,False,35.701278,-114.891556
802,,,Nelson RH (Rel. Humidity),,,,
803,,,Nelson TEMP (Air Temp),,,,
804,,,Veteran&#39;s DB BATT (unknown type),,,,
805,,,Veteran&#39;s DB WL (Water Level),,,,
806,4824.0,Veteran's DB,Veteran&#39;s DB RAIN (Rain),DAA H264,False,35.968917,-114.86575
807,,,Boulder City SW WD (Wind Direction),,,,
808,,,Boulder City SW PK WND (Peak Wind),,,,
809,,,Boulder City SW SPD (Wind Speed),,,,
810,,,Boulder City SW DPT (Dewpoint),,,,
811,,,Boulder City SW BATT (unknown type),,,,
812,,,Boulder City SW RAIN (4834) (Rain),,,,
813,,,Boulder City SW RH (Rel. Humidity),,,,
814,,,Boulder City SW TEMP (Air Temp),,,,
815,,,Bootleg Canyon DB BATT (unknown type),,,,
816,,,Bootleg Canyon DB WL (Water Level),,,,
817,4844.0,Bootleg Canyon DB,Bootleg Canyon DB RAIN (Rain),DAA H264,False,35.980556,-114.860278
818,,,Boulder City WD (Wind Direction),,,,
819,,,Boulder City SPD (Wind Speed),,,,
820,,,Boulder City DPT (Dewpoint),,,,
821,4854.0,Boulder City,Boulder City RAIN (Rain),HydroLynx 50388/A2,False,35.995556,-114.864222
822,,,Boulder City RH (Rel. Humidity),,,,
823,,,Boulder City TEMP (Air Temp),,,,
824,,,Goodsprings 2 BATT (unknown type),,,,
825,4914.0,Goodsprings 2,Goodsprings 2 RAIN (Rain),HydroLynx 5096/A2,False,35.850389,-115.447306
826,,,Goodsprings 1 WD (Wind Direction),,,,
827,,,Goodsprings 1 SPD (Wind Speed),,,,
828,,,Goodsprings 1 DPT (Dewpoint),,,,
829,4924.0,Goodsprings 1,Goodsprings 1 RAIN (Rain),Handar 585D,False,35.809917,-115.466028
830,,,Goodsprings 1 RH (Rel. Humidity),,,,
831,,,Goodsprings 1 TEMP (Air Temp),,,,
832,,,Jean Southwest WD (Wind Direction),,,,
833,,,Jean Southwest PK WND (Peak Wind),,,,
834,,,Jean Southwest SPD (Wind Speed),,,,
835,,,Jean Southwest DPT (Dewpoint),,,,
836,,,Jean Southwest BATT (unknown type),,,,
837,4944.0,Jean Southwest,Jean Southwest RAIN (Rain),HydroLynx 50388/A2,False,35.738389,-115.398639
838,,,Jean Southwest RH (Rel. Humidity),,,,
839,,,Jean Southwest TEMP (Air Temp),,,,
840,,,Jean Airport WD (Wind Direction),,,,
841,,,Jean Airport SPD (Wind Speed),,,,
842,,,Jean Airport DPT (Dewpoint),,,,
843,4954.0,Jean Airport,Jean Airport RAIN (Rain),HydroLynx 50388/A2,False,35.765569,-115.325075
844,,,Jean Airport RH (Rel. Humidity),,,,
845,,,Jean Airport TEMP (Air Temp),,,,
846,,,Jean SE BATT (unknown type),,,,
847,4964.0,Jean SE,Jean SE RAIN (Rain),HydroLynx 5096/A2,False,35.665861,-115.216167
848,,,Jean SE3 WD (Wind Direction),,,,
849,,,Jean SE3 PK WND (Peak Wind),,,,
850,,,Jean SE3 SPD (Wind Speed),,,,
851,,,Jean SE3 DPT (Dewpoint),,,,
852,,,Jean SE3 BATT (unknown type),,,,
853,4974.0,Jean SE3,Jean SE3 RAIN (Rain),HydroLynx 5096/A2,False,35.673833,-115.309028
854,,,Jean SE3 RH (Rel. Humidity),,,,
855,,,Jean SE3 TEMP (Air Temp),,,,
856,,,Jean SE2 WD (Wind Direction),,,,
857,,,Jean SE2 PK WND (Peak Wind),,,,
858,,,Jean SE2 SPD (Wind Speed),,,,
859,,,Jean SE2 DPT (Dewpoint),,,,
860,,,Jean SE2 BATT (unknown type),,,,
861,4984.0,Jean SE2,Jean SE2 RAIN (Rain),HydroLynx 5096/A2,False,35.72925,-115.188028
862,,,Jean SE2 RH (Rel. Humidity),,,,
863,,,Jean SE2 TEMP (Air Temp),,,,
864,,,Primm WD (Wind Direction),,,,
865,,,Primm PK WND (Peak Wind),,,,
866,,,Primm SPD (Wind Speed),,,,
867,,,Primm DPT (Dewpoint),,,,
868,,,Primm BATT (unknown type),,,,
869,4994.0,Primm,Primm RAIN (Rain),HydroLynx 50388/A2,False,35.646556,-115.393833
870,,,Primm RH (Rel. Humidity),,,,
871,,,Primm TEMP (Air Temp),,,,
872,,,Sandy Valley WD (Wind Direction),,,,
873,,,Sandy Valley PK WND (Peak Wind),,,,
874,,,Sandy Valley SPD (Wind Speed),,,,
875,,,Sandy Valley DPT (Dewpoint),,,,
876,,,Sandy Valley BATT (unknown type),,,,
877,5004.0,Sandy Valley,Sandy Valley RAIN (Rain),HydroLynx 50388/A2,False,35.811389,-115.648889
878,,,Sandy Valley RH (Rel. Humidity),,,,
879,,,Sandy Valley TEMP (Air Temp),,,,
880,5124.0,Searchlight,Searchlight RAIN (Rain),Handar 585A,False,35.457611,-114.908889
881,,,CalNevAri WD (Wind Direction),,,,
882,,,CalNevAri PK WND (Peak Wind),,,,
883,,,CalNevAri SPD (Wind Speed),,,,
884,,,CalNevAri DPT (Dewpoint),,,,
885,,,CalNevAri BATT (unknown type),,,,
886,5134.0,CalNevAri (No longer in service),CalNevAri RAIN (old) (Rain),HydroLynx 50388/A2,True,35.320875,-114.801708
887,,,CalNevAri RH (Rel. Humidity),,,,
888,,,CalNevAri TEMP (Air Temp),,,,
889,,,Searchlight SW WD (Wind Direction),,,,
890,,,Searchlight SW SPD (Wind Speed),,,,
891,,,Searchlight SW DPT (Dewpoint),,,,
892,5144.0,Searchlight SW,Searchlight SW RAIN (Rain),Handar 585D,False,35.404175,-115.029289
893,,,Searchlight SW RH (Rel. Humidity),,,,
894,,,Searchlight SW TEMP (Air Temp),,,,
895,5224.0,Laughlin 1,Laughlin 1 RAIN (Rain),Handar 585A,False,35.164583,-114.733917
896,5234.0,Laughlin 3,Laughlin 3 RAIN (Rain),Handar 585A,False,35.132861,-114.715861
897,,,Laughlin 2 DIR (Wind Direction),,,,
898,,,Laughlin 2 PK WND (Peak Wind),,,,
899,,,Laughlin 2 SPD (Wind Speed),,,,
900,,,Laughlin 2 DPT (Dewpoint),,,,
901,,,Laughlin 2 BATT (unknown type),,,,
902,5244.0,Laughlin 2,Laughlin 2 RAIN (Rain),HydroLynx 50388/A2,False,35.178333,-114.677806
903,,,Laughlin 2 RH (Rel. Humidity),,,,
904,,,Laughlin 2 TEMP (Air Temp),,,,
905,,,Hiko Springs DB BATT (unknown type),,,,
906,,,Hiko Springs DB WL (Water Level),,,,
907,5274.0,Hiko Springs DB,Hiko Springs DB RAIN (Rain),DAA H264,False,35.155425,-114.632628
908,,,Black Mountain DB WL (Water Level),,,,
909,5634.0,Black Mountain DB,Black Mountain DB RAIN (Rain),Handar 585A,False,35.987389,-114.9948
910,,,Winnick Ave Gate Control (unknown type),,,,
911,,,Winnick Ave Battery Voltage (unknown type),,,,
912,,,Winnick Ave Gate Local Control (unknown type),,,,
913,,,Winnick Ave Gate Remote Control (unknown type),,,,
914,,,Winnick Ave WL (Water Level),,,,
915,,,Fort Mojave (Mohave County) RAIN (Rain),,,,
916,,,Mohave Lakeview (Mohave County) RAIN (Rain),,,,
917,,,Golden Shores (Mohave County) WD (Wind Direction),,,,
918,,,Golden Shores (Mohave County) SPD (Wind Speed),,,,
919,,,Golden Shores (Mohave County) RAIN (Rain),,,,
920,,,Mount Tipton (Mohave County) RAIN (Rain),,,,
921,,,Archibald Wash (Mohave County) RAIN (Rain),,,,
922,,,Archibald Wash (Mohave County) WL (Water Level),,,,
923,,,Dolan Springs (Mohave County) Wind Direction (Wind Direction),,,,
924,,,Dolan Springs (Mohave County) Wind Speed (Wind Speed),,,,
925,,,Dolan Springs (Mohave County) RAIN (Rain),,,,
926,,,Dolan Springs (Mohave County) RH (Rel. Humidity),,,,
927,,,Dolan Springs (Mohave County) TEMP (Air Temp),,,,
928,,,Dolan Springs (Mohave County) DPT (Dewpoint),,,,
929,,,Mormon Well RAIN (Mohave County) (Rain),,,,
930,,,Mormon Well WL (Mohave County) (Water Level),,,,
931,,,Detrital Wash @ CR145 (Mohave County) RAIN (Rain),,,,
932,,,Detrital Wash @ CR145 (Mohave County) WL (Water Level),,,,
933,,,Figure 4 (Mohave County) RAIN (Rain),,,,
934,,,Scrub Peak (Mohave County) RAIN (Rain),,,,
935,,,Beaver Dam (Mohave County) DPT (Dewpoint),,,,
936,,,Beaver Dam (Mohave County) Wind Direction (Wind Direction),,,,
937,,,Beaver Dam (Mohave County) Wind Speed (Wind Speed),,,,
938,,,Beaver Dam (Mohave County) RAIN (Rain),,,,
939,,,Beaver Dam (Mohave County) RH (Rel. Humidity),,,,
940,,,Beaver Dam (Mohave County) TEMP (Air Temp),,,,
941,,,Beaver Dam (Mohave County) Wind Speed (Wind Speed),,,,
942,,,Beaver Dam Weather Station PK WND (Mohave County) (Peak Wind),,,,
943,,,Meadview (Mohave County) Wind Direction (Wind Direction),,,,
944,,,Meadview (Mohave County) Wind Speed (Wind Speed),,,,
945,,,Meadview Rain (Mohave County) RAIN (Rain),,,,
946,,,Meadview (Mohave County) RH (Rel. Humidity),,,,
947,,,Meadview (Mohave County) TEMP (Air Temp),,,,
948,,,Meadview (Mohave County) DP (Dewpoint),,,,
949,,,Union Pass (Mohave County) RAIN (Rain),,,,
950,,,Beaver Dam WL (Mohave County) (Water Level),,,,
951,,,Mt. Perkins (Mohave County) RAIN (Rain),,,,
952,,,Bullhead City (Mohave County) DP (Dewpoint),,,,
953,,,Bullhead City (Mohave County) Wind Direction (Wind Direction),,,,
954,,,Bullhead City (Mohave County) Wind Speed (Wind Speed),,,,
955,,,Bullhead City Rain (Mohave County) RAIN (Rain),,,,
956,,,Bullhead City (Mohave County) RH (Rel. Humidity),,,,
957,,,Bullhead City (Mohave County) TEMP (Air Temp),,,,
958,,,Catclaw Canyon RAIN (Mohave County) (Rain),,,,
959,,,CR 143 @ MP8 (Mohave County) RAIN (Rain),,,,
960,,,Black Wash (Mohave County) RAIN (Rain),,,,
961,,,CR 143 @ SR 93 (Mohave County) RAIN (Rain),,,,
962,,,Secret Pass Canyon Wash (Mohave County) RAIN (Rain),,,,
963,,,Secret Pass Canyon Wash (Mohave County) WL (Water Level),,,,
964,,,Valle Vista (Mohave County) Wind Direction (Wind Direction),,,,
965,,,Valle Vista (Mohave County) RAIN (Rain),,,,
966,,,Valle Vista (Mohave County) RH (Rel. Humidity),,,,
967,,,Valle Vista (Mohave County) TEMP (Air Temp),,,,
968,,,Valle Vista (Mohave County) Dewpoint (Dewpoint),,,,
969,,,Valle Vista (Mohave County) Wind Speed (Wind Speed),,,,
970,,,"Virgin River at Scenic, AZ (Mohave County) RAIN (Rain)",,,,
971,,,"Virgin River at Scenic, AZ (Mohave County) WL (Water Level)",,,,
972,,,Beaver Dam State Park (Mohave County) Wind Direction (Wind Direction),,,,
973,,,Beaver Dam State Park (Mohave County) DPT (Dewpoint),,,,
974,,,Beaver Dam State Park (Mohave County) Wind Speed (Wind Speed),,,,
975,,,Beaver Dam State Park (Mohave County) RAIN (Rain),,,,
976,,,Beaver Dam State Park (Mohave County) RH (Rel. Humidity),,,,
977,,,Beaver Dam State Park (Mohave County)TEMP (Air Temp),,,,
978,,,Carl Scrivens (Mohave County) RAIN (Rain),,,,
979,,,Mountain Pass RAIN (San Bernardino) (Rain),,,,
980,,,Boulder City SW Reset Count (unknown type),,,,
981,,,DI Super Arterial (unknown type),,,,
982,,,DI Super Arterial (unknown type),,,,
983,,,DI Super Arterial (unknown type),,,,
984,,,DI Super Arterial (unknown type),,,,
985,,,DI Super Arterial (unknown type),,,,
986,,,DI Super Arterial (unknown type),,,,
987,,,DI Super Arterial (unknown type),,,,
988,,,DI Super Arterial (unknown type),,,,
989,,,DI Super Arterial (unknown type),,,,
990,,,DI Super Arterial (unknown type),,,,
991,,,DI Super Arterial (unknown type),,,,
992,,,DI Super Arterial (unknown type),,,,
993,,,DI Super Arterial (unknown type),,,,
994,,,DI Super Arterial (unknown type),,,,
995,,,DI Super Arterial (unknown type),,,,
996,,,DI Super Arterial (unknown type),,,,
997,,,DI Super Arterial (unknown type),,,,
998,,,DI Super Arterial (unknown type),,,,
999,,,DI Super Arterial (unknown type),,,,
1000,,,Rio pump site (unknown type),,,,
1001,,,Rio pump site (unknown type),,,,
1002,,,Rio pump site (unknown type),,,,
1003,,,Rio pump site (unknown type),,,,
1004,,,Rio pump site (unknown type),,,,
1005,,,Rio pump site (unknown type),,,,
1006,,,Rio pump site (unknown type),,,,
1007,,,Rio pump site (unknown type),,,,
1008,,,Rio pump site (unknown type),,,,
1009,,,Rio pump site (unknown type),,,,
1010,,,Rio pump site (unknown type),,,,
1011,,,Rio pump site (unknown type),,,,
1012,,,Rio pump site (unknown type),,,,
1013,,,Rio pump site (unknown type),,,,
1014,,,Rio pump site (unknown type),,,,
1015,,,Rio pump site (unknown type),,,,
1016,,,Rio pump site (unknown type),,,,
1017,,,Rio pump site (unknown type),,,,
1018,,,Rio pump site (unknown type),,,,
1019,,,Winnick Ave Left Gate 1 Status (Gate),,,,
1020,,,Winnick Ave Left Gate 2 Status (Gate),,,,
1021,,,Winnick Ave Right Gate 1 Status (Gate),,,,
1022,,,Winnick Ave Right Gate 2 Status (Gate),,,,
1023,,,Line 1: Legacy ALERT,,,,
1024,,,Line 3: Mojave County (Decoder IP Feed,,,,
1025,,,Line 6: ALERT2 Freq. 1 (169.5125 MHz) (unknown type),,,,
1026,,,Line 8: ALERT2 Freq. 2 (169.4750 MHz) (unknown type),,,,
1027,,,Line 10: ALERT1 Freq. 1 (169.5125 MHz) (unknown type),,,,
1028,,,Line 14: ALERT1 Freq. 2 (169.4750 MHz) (unknown type),,,,
1029,,,Database Inserts (unknown type),,,,
1030,,,Database Updates (unknown type),,,,
1031,,,Angel Peak Repeater report count (log file SA count) (unknown type),,,,
1032,,,Mt Potosi Repeater report count (log file SA count) (unknown type),,,,
1033,,,Virgin Peak Repeater report count (log file SA count) (unknown type),,,,
1034,,,Wildcat Wash report count (log file SA count) (unknown type),,,,
1035,,,Spirit Mountain report count (log file SA count) (unknown type),,,,
1036,,,Boulder City Repeater report count (log file SA count) (unknown type),,,,
1037,,,Database Received Noise Level (unknown type),,,,
1038,,,Beacon Hill Repeater report count (log file SA count) (unknown type),,,,
1039,,,Scenic Tank Repeater report count (log file SA count) (unknown type),,,,
1040,,,Angel Peak 5052 (HL) GPS Status (unknown type),,,,
1041,,,Angel Peak 5052 (HL) Control (unknown type),,,,
1042,,,Angel Peak 5052 (HL) Reset Count (unknown type),,,,
1043,,,Angel Peak 5052 (HL) ALERT1 Receiver Count (unknown type),,,,
1044,,,Angel Peak 5052 (HL) ALERT1 Repeater Count (unknown type),,,,
1045,,,Angel Peak 5052 (HL) ALERT2 Receiver Count (unknown type),,,,
1046,,,Angel Peak 5052 (HL) ALERT2 Repeater Count (unknown type),,,,
1047,,,Angel Peak 5052 (HL) Network Receiver Count (unknown type),,,,
1048,,,Angel Peak 5052 (HL) ALERT2 Transmit Count (unknown type),,,,
1049,,,Angel Peak 5052 (HL) Network Repeater Count (unknown type),,,,
1050,,,Angel Peak 5052 (HL) Network Transmit Count (unknown type),,,,
1051,,,Angel Peak Repeater Latency (unknown type),,,,
1052,,,Angel Peak Repeater A2X Noise Level (unknown type),,,,
1053,,,Angel Peak Repeater A2 A2X Messages Sent (unknown type),,,,
1054,,,Angel Peak Repeater A2 A2X Messages Received (unknown type),,,,
1055,,,Angel Peak Repeater A2 A2X Internal Temperature (unknown type),,,,
1056,,,Angel Peak Repeater A2X Battery Voltage (unknown type),,,,
1057,,,Angel Peak Repeater A2X GPS Status (unknown type),,,,
1058,,,Angel Peak Repeater A2 A2X Warnings and Errors (unknown type),,,,
1059,,,Angel Peak Repeater A2 APDUID Performance Percent (unknown type),,,,
1060,,,Angel Peak Repeater A2 APDUID Count (unknown type),,,,
1061,,,Mt Potosi 5052 (HL) GPS Status (unknown type),,,,
1062,,,Mt Potosi 5052 (HL) Control (unknown type),,,,
1063,,,Mt Potosi 5052 (HL) Reset Count (unknown type),,,,
1064,,,Mt Potosi 5052 (HL) ALERT1 Receiver Count (unknown type),,,,
1065,,,Mt Potosi 5052 (HL) ALERT1 Repeater Count (unknown type),,,,
1066,,,Mt Potosi 5052 (HL) ALERT2 Receiver Count (unknown type),,,,
1067,,,Mt Potosi 5052 (HL) ALERT2 Repeater Count (unknown type),,,,
1068,,,Mt Potosi 5052 (HL) ALERT2 Transmit Count (unknown type),,,,
1069,,,Mt Potosi Repeater Latency (unknown type),,,,
1070,,,Mt Potosi Repeater A2X Noise Level (unknown type),,,,
1071,,,Mt Potosi Repeater A2X Messages Sent (unknown type),,,,
1072,,,Mt Potosi Repeater A2X Messages Received (unknown type),,,,
1073,,,Mt Potosi Repeater A2X Internal Temperature (unknown type),,,,
1074,,,Mt Potosi Repeater A2X Battery Voltage (unknown type),,,,
1075,,,Mt Potosi Repeater A2X GPS Status (unknown type),,,,
1076,,,Mt Potosi Repeater A2X Warnings and Errors (unknown type),,,,
1077,,,Mt Potosi Repeater APDUID Performance Percent (unknown type),,,,
1078,,,Mt Potosi Repeater APDUID Count (unknown type),,,,
1079,,,Virgin Peak 5052 (HL) Battery Voltage (unknown type),,,,
1080,,,Virgin Peak 5052 (HL) GPS Status (unknown type),,,,
1081,,,Virgin Peak 5052 (HL) Control (unknown type),,,,
1082,,,Virgin Peak 5052 (HL) Reset Count (unknown type),,,,
1083,,,Virgin Peak 5052 (HL) ALERT1 Receiver Count (unknown type),,,,
1084,,,Virgin Peak 5052 (HL) ALERT1 Repeater Count (unknown type),,,,
1085,,,Virgin Peak 5052 (HL) ALERT2 Receiver Count (unknown type),,,,
1086,,,Virgin Peak 5052 (HL) ALERT2 Repeater Count (unknown type),,,,
1087,,,Virgin Peak Repeater Latency (unknown type),,,,
1088,,,Virgin Peak Repeater A2X Noise Level (unknown type),,,,
1089,,,Virgin Peak Repeater A2X Messages Sent (unknown type),,,,
1090,,,Virgin Peak Repeater A2X Messages Received (unknown type),,,,
1091,,,Virgin Peak Repeater A2X Internal Temperature (unknown type),,,,
1092,,,Virgin Peak Repeater A2X Battery Voltage (unknown type),,,,
1093,,,Virgin Peak Repeater A2X GPS Status (unknown type),,,,
1094,,,Virgin Peak Repeater A2X Warnings and Errors (unknown type),,,,
1095,,,Virgin Peak Repeater APDUID Performance Percent (unknown type),,,,
1096,,,Virgin Peak Repeater APDUID Count (unknown type),,,,
1097,,,Wildcat Wash,,,,
1098,,,Wildcat Wash,,,,
1099,,,Wildcat Wash,,,,
1100,,,Wildcat Wash ALERT 1 Receiver Count (unknown type),,,,
1101,,,Wildcat Wash ALERT 1 Repeater Count (unknown type),,,,
1102,,,Wildcat Wash ALERT 2 Receiver Count (unknown type),,,,
1103,,,Wildcat Wash ALERT 2 Repeater Count (unknown type),,,,
1104,,,Wildcat Wash ALERT 2 Transmit Count (unknown type),,,,
1105,,,Wildcat Wash Latency (unknown type),,,,
1106,,,Wildcat Wash A2X Noise Level (unknown type),,,,
1107,,,Wildcat Wash A2X Messages Sent (unknown type),,,,
1108,,,Wildcat Wash A2X Messages Received (unknown type),,,,
1109,,,Wildcat Wash A2X Internal Temperature (unknown type),,,,
1110,,,Wildcat Wash A2X Battery Voltage (unknown type),,,,
1111,,,Wildcat Wash A2X GPS Status (unknown type),,,,
1112,,,Wildcat Wash A2X Warnings and Errors (unknown type),,,,
1113,,,Wildcat Wash APDUID Performance Percent (unknown type),,,,
1114,,,Wildcat Wash APDUID Count (unknown type),,,,
1115,,,Spirit Mountain,,,,
1116,,,Spirit Mountain,,,,
1117,,,Spirit Mountain,,,,
1118,,,Spirit Mountain,,,,
1119,,,Spirit Mountain,,,,
1120,,,Spirit Mountain,,,,
1121,,,Spirit Mountain,,,,
1122,,,Spirit Mountain,,,,
1123,,,Spirit Mountain,,,,
1124,,,Spirit Mountain,,,,
1125,,,Spirit Mountain,,,,
1126,,,Spirit Mountain (Christmas Tree Pass) Latency (unknown type),,,,
1127,,,Spirit Mountain (Christmas Tree Pass) A2X Noise Level (unknown type),,,,
1128,,,Spirit Mountain (Christmas Tree Pass) A2X Messages Sent (unknown type),,,,
1129,,,Spirit Mountain (Christmas Tree Pass) A2X Messages Received (unknown type),,,,
1130,,,Spirit Mountain (Christmas Tree Pass) A2X Internal Temperature (unknown type),,,,
1131,,,Spirit Mountain (Christmas Tree Pass) A2X Battery Voltage (unknown type),,,,
1132,,,Spirit Mountain (Christmas Tree Pass) A2X GPS Status (unknown type),,,,
1133,,,Spirit Mountain (Christmas Tree Pass) A2X Warnings and Errors (unknown type),,,,
1134,,,Spirit Mountain (Christmas Tree Pass) APDUID Performance Percent (unknown type),,,,
1135,,,Spirit Mountain (Christmas Tree Pass) APDUID Count (unknown type),,,,
1136,,,Boulder City Repeater,,,,
1137,,,Boulder City Repeater (Red Mountain) Control (unknown type),,,,
1138,,,Boulder City Repeater (Red Mountain) Reset Count (unknown type),,,,
1139,,,Boulder City Repeater (Red Mountain) ALERT1 Receiver Count (unknown type),,,,
1140,,,Boulder City Repeater (Red Mountain) ALERT1 Repeater Count (unknown type),,,,
1141,,,Boulder City Repeater (Red Mountain) ALERT2 Receiver Count (unknown type),,,,
1142,,,Boulder City Repeater (Red Mountain) ALERT2 Repeater Count (unknown type),,,,
1143,,,Boulder City Repeater (Red Mountain) ALERT2 Transmit Count (unknown type),,,,
1144,,,Boulder City Repeater (Red Mountain) Latency (unknown type),,,,
1145,,,Boulder City Repeater (Red Mountain) A2X Noise Level (unknown type),,,,
1146,,,Boulder City Repeater (Red Mountain) A2X Messages Sent (unknown type),,,,
1147,,,Boulder City Repeater (Red Mountain) A2X Messages Received (unknown type),,,,
1148,,,Boulder City Repeater (Red Mountain) A2X Internal Temperature (unknown type),,,,
1149,,,Boulder City Repeater (Red Mountain) A2X Battery Voltage (unknown type),,,,
1150,,,Boulder City Repeater (Red Mountain) A2X GPS Status (unknown type),,,,
1151,,,Boulder City Repeater (Red Mountain) A2X Warnings and Errors (unknown type),,,,
1152,,,Boulder City Repeater (Red Mountain) APDUID Performance Percent (unknown type),,,,
1153,,,Boulder City Repeater (Red Mountain) APDUID Count (unknown type),,,,
1154,,,Beacon Hill Repeater,,,,
1155,,,Beacon Hill Repeater,,,,
1156,,,Beacon Hill Repeater,,,,
1157,,,Beacon Hill Repeater,,,,
1158,,,Beacon Hill Repeater,,,,
1159,,,Beacon Hill Repeater,,,,
1160,,,Beacon Hill Repeater,,,,
1161,,,Beacon Hill Repeater,,,,
1162,,,Beacon Hill Repeater,,,,
1163,,,Beacon Hill Repeater,,,,
1164,,,Beacon Hill Repeater,,,,
1165,,,Beacon Hill Repeater,,,,
1166,,,Beacon Hill Repeater,,,,
1167,,,Beacon Hill Repeater,,,,
1168,,,Beacon Hill Repeater,,,,
1169,,,Beacon Hill Repeater,,,,
1170,,,Beacon Hill Repeater,,,,
1171,,,Beacon Hill Repeater,,,,
1172,,,Beacon Hill Repeater,,,,
1173,,,Beacon Hill Repeater,,,,
1174,,,Beacon Hill Repeater,,,,
1175,,,Beacon Hill Repeater,,,,
1176,,,Scenic Tank Repeater,,,,
1177,,,Scenic Tank Repeater,,,,
1178,,,Scenic Tank Repeater,,,,
1179,,,Scenic Tank Repeater,,,,
1180,,,Scenic Tank Repeater,,,,
1181,,,Scenic Tank Repeater,,,,
1182,,,Scenic Tank Repeater,,,,
1183,,,Scenic Tank Repeater,,,,
1184,,,Scenic Tank Repeater,,,,
1185,,,Scenic Tank Repeater,,,,
1186,,,Scenic Tank Repeater,,,,
1187,,,Scenic Tank Repeater,,,,
1188,,,Scenic Tank Repeater,,,,
1189,,,Scenic Tank Repeater,,,,
1190,,,Scenic Tank Repeater,,,,
1191,,,Scenic Tank Repeater,,,,
1192,,,Scenic Tank Repeater,,,,
1193,,,Scenic Tank Repeater,,,,
1194,,,Scenic Tank Repeater,,,,
1195,,,Scenic Tank Repeater,,,,
1196,,,Scenic Tank Repeater,,,,
1197,,,Scenic Tank Repeater,,,,
1198,,,Nelson Noise Level (unknown type),,,,
1199,,,Harris Springs 2 GPS (unknown type),,,,
1200,,,Harris Springs 2 Latency (unknown type),,,,
